"document_id","timestamp","state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"1341","1518533982","Maharashtra","Nagpur","Kalmeshwar","Raddish","Other","13/02/2018","460","600","535"
"1342","1518533982","Maharashtra","Nagpur","Kalmeshwar","Spinach","Other","13/02/2018","375","500","425"
"1343","1518533982","Maharashtra","Nagpur","Kalmeshwar","Tomato","Other","13/02/2018","180","300","240"
"1344","1518533982","Maharashtra","Nanded","Bhokar","Arhar (Tur/Red Gram)","Other","13/02/2018","3800","4200","4000"
"1345","1518533982","Maharashtra","Nanded","Bhokar","Green Gram (Moong)","Other","13/02/2018","2000","2400","2200"
"1346","1518533982","Maharashtra","Nanded","Bhokar","Jowar(Sorghum)","Other","13/02/2018","1000","1100","1050"
"1347","1518533982","Maharashtra","Nanded","Bhokar","Soyabean","Yellow","13/02/2018","3500","3700","3600"
"1348","1518533982","Maharashtra","Nanded","Bhokar","Wheat","Other","13/02/2018","1400","1550","1500"
"1349","1518533982","Maharashtra","Nanded","Hanegaon","Arhar (Tur/Red Gram)","Other","13/02/2018","4250","4400","4375"
"1350","1518533982","Maharashtra","Parbhani","Selu","Cotton","Other","13/02/2018","3800","5150","5075"
"1351","1518533982","Maharashtra","Pune","Dound","Arhar (Tur/Red Gram)","Other","13/02/2018","3500","4000","3800"
"1352","1518533982","Maharashtra","Pune","Dound","Bajra(Pearl Millet/Cumbu)","Other","13/02/2018","1050","1700","1450"
"1353","1518533982","Maharashtra","Pune","Dound","Bengal Gram(Gram)","Other","13/02/2018","3200","3700","3651"
"1354","1518533982","Maharashtra","Pune","Dound","Black Gram (Urd Beans)","Other","13/02/2018","2800","3000","2900"
"1355","1518533982","Maharashtra","Pune","Dound","Jowar(Sorghum)","Jowar ( White)","13/02/2018","1500","2200","1850"
"1356","1518533982","Maharashtra","Pune","Dound","Maize","Deshi Red","13/02/2018","1100","1200","1151"
"1357","1518533982","Maharashtra","Pune","Dound","Wheat","Maharashtra 2189","13/02/2018","1650","1900","1700"
"1358","1518533982","Maharashtra","Pune","Pune","Bajra(Pearl Millet/Cumbu)","Other","13/02/2018","2050","2200","2150"
"1359","1518533982","Maharashtra","Pune","Pune","Black Gram (Urd Beans)","Other","13/02/2018","5900","6000","5950"
"1360","1518533982","Maharashtra","Pune","Pune","Wheat","Sharbati","13/02/2018","3400","4100","3800"
"1361","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Beans","Other","13/02/2018","2500","2800","2600"
"1362","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Bhindi(Ladies Finger)","Other","13/02/2018","2000","5000","3300"
"1363","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Bitter gourd","Other","13/02/2018","3000","4000","3400"
"1364","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Bottle gourd","Other","13/02/2018","1000","1500","1100"
"1365","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Brinjal","Other","13/02/2018","1000","2000","1300"
"1366","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Cabbage","Other","13/02/2018","800","1000","900"
"1367","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Cauliflower","Other","13/02/2018","600","1000","700"
"1368","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Coriander(Leaves)","Other","13/02/2018","300","1200","600"
"1369","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Cucumbar(Kheera)","Other","13/02/2018","1000","2000","1300"
"1370","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Green Chilli","Other","13/02/2018","3500","3500","3500"
"1371","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Guar","Other","13/02/2018","8000","8000","8000"
"1372","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Leafy Vegetable","Other","13/02/2018","1800","1800","1800"
"1373","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Lime","Other","13/02/2018","4000","4000","4000"
"1374","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Methi(Leaves)","Other","13/02/2018","300","900","600"
"1375","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Mint(Pudina)","Other","13/02/2018","1800","1800","1800"
"1376","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Onion","Local","13/02/2018","1000","3000","2300"
"1377","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Onion Green","Other","13/02/2018","900","1800","1200"
"1378","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Peas Wet","Other","13/02/2018","2500","3700","2900"
"1379","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Potato","Other","13/02/2018","1000","2000","1400"
"1380","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Raddish","Other","13/02/2018","900","1800","1200"
"1381","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Rajgir","Other","13/02/2018","600","600","600"
"1382","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Ridgeguard(Tori)","Other","13/02/2018","4000","5000","4300"
"1383","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Spinach","Other","13/02/2018","300","900","600"
"1384","1518533982","Maharashtra","Pune","Pune(Hadapsar)","Tomato","Other","13/02/2018","600","1000","700"
"1385","1518533982","Maharashtra","Sangli","Palus","Bhindi(Ladies Finger)","Other","13/02/2018","1500","2100","1700"
"1386","1518533982","Maharashtra","Sangli","Palus","Bitter gourd","Other","13/02/2018","2100","2700","2400"
"1387","1518533982","Maharashtra","Sangli","Palus","Brinjal","Other","13/02/2018","1000","1900","1800"
"1388","1518533982","Maharashtra","Sangli","Palus","Cabbage","Other","13/02/2018","300","450","425"
"1389","1518533982","Maharashtra","Sangli","Palus","Carrot","Other","13/02/2018","900","1500","1100"
"1390","1518533982","Maharashtra","Sangli","Palus","Cauliflower","Other","13/02/2018","300","400","375"
"1391","1518533982","Maharashtra","Sangli","Palus","Chilly Capsicum","Other","13/02/2018","2000","2500","2300"
"1392","1518533982","Maharashtra","Sangli","Palus","Coriander(Leaves)","Other","13/02/2018","1","3","2"
"1393","1518533982","Maharashtra","Sangli","Palus","Cucumbar(Kheera)","Other","13/02/2018","900","1000","950"
"1394","1518533982","Maharashtra","Sangli","Palus","Drumstick","Other","13/02/2018","2000","2200","2100"
"1395","1518533982","Maharashtra","Sangli","Palus","Goat","Goat","13/02/2018","2600","8500","3600"
"1396","1518533982","Maharashtra","Sangli","Palus","Green Chilli","Other","13/02/2018","2500","3200","2900"
"1397","1518533982","Maharashtra","Sangli","Palus","Hen","Other","13/02/2018","125","415","275"
"1398","1518533982","Maharashtra","Sangli","Palus","Peas Wet","Other","13/02/2018","2000","2500","2300"
"1399","1518533982","Maharashtra","Sangli","Palus","Ridgeguard(Tori)","Other","13/02/2018","3200","3700","3500"
"1400","1518533982","Maharashtra","Sangli","Palus","Tomato","Other","13/02/2018","300","400","350"
"1401","1518533982","Maharashtra","Satara","Karad","Apple","Simla","13/02/2018","8000","10000","10000"
"1402","1518533982","Maharashtra","Satara","Karad","Banana","Other","13/02/2018","1500","2000","2000"
"1403","1518533982","Maharashtra","Satara","Karad","Beans","Other","13/02/2018","2000","2300","2300"
"1404","1518533982","Maharashtra","Satara","Karad","Bhindi(Ladies Finger)","Other","13/02/2018","2500","3000","3000"
"1405","1518533982","Maharashtra","Satara","Karad","Bitter gourd","Other","13/02/2018","2000","2800","2800"
"1406","1518533982","Maharashtra","Satara","Karad","Bottle gourd","Other","13/02/2018","400","500","500"
"1407","1518533982","Maharashtra","Satara","Karad","Brinjal","Other","13/02/2018","700","1000","1000"
"1408","1518533982","Maharashtra","Satara","Karad","Cabbage","Other","13/02/2018","200","300","300"
"1409","1518533982","Maharashtra","Satara","Karad","Carrot","Other","13/02/2018","500","700","700"
"1410","1518533982","Maharashtra","Satara","Karad","Cauliflower","Other","13/02/2018","300","400","400"
"1411","1518533982","Maharashtra","Satara","Karad","Chikoos(Sapota)","Other","13/02/2018","3500","4000","4000"
"1412","1518533982","Maharashtra","Satara","Karad","Chilly Capsicum","Other","13/02/2018","1500","2000","2000"
"1413","1518533982","Maharashtra","Satara","Karad","Coriander(Leaves)","Other","13/02/2018","3","5","5"
"1414","1518533982","Maharashtra","Satara","Karad","Cucumbar(Kheera)","Other","13/02/2018","1500","2000","2000"
"1415","1518533982","Maharashtra","Satara","Karad","Drumstick","Other","13/02/2018","1500","2000","2000"
"1416","1518533982","Maharashtra","Satara","Karad","Garlic","Other","13/02/2018","2300","2700","2700"
"1417","1518533982","Maharashtra","Satara","Karad","Ginger(Dry)","Other","13/02/2018","2000","2500","2500"
"1418","1518533982","Maharashtra","Satara","Karad","Grapes","Other","13/02/2018","2000","3000","3000"
"1419","1518533982","Maharashtra","Satara","Karad","Green Chilli","Other","13/02/2018","2500","3000","3000"
"1420","1518533982","Maharashtra","Satara","Karad","Onion","Other","13/02/2018","1500","2200","2200"
"1421","1518533982","Maharashtra","Satara","Karad","Onion Green","Other","13/02/2018","5","6","6"
"1422","1518533982","Maharashtra","Satara","Karad","Peas Wet","Other","13/02/2018","2000","2400","2400"
"1423","1518533982","Maharashtra","Satara","Karad","Pomegranate","Other","13/02/2018","4000","5000","5000"
"1424","1518533982","Maharashtra","Satara","Karad","Potato","Local","13/02/2018","800","1200","1200"
"1425","1518533982","Maharashtra","Satara","Karad","Ridgeguard(Tori)","Other","13/02/2018","2000","2500","2500"
"1426","1518533982","Maharashtra","Satara","Karad","Spinach","Other","13/02/2018","1","2","2"
"1427","1518533982","Maharashtra","Satara","Karad","Sweet Potato","Hosur Red","13/02/2018","1000","1400","1400"
"1428","1518533982","Maharashtra","Satara","Karad","Tomato","Other","13/02/2018","200","400","400"
"1429","1518533982","Maharashtra","Sholapur","Pandharpur","Bhindi(Ladies Finger)","Other","13/02/2018","1600","1600","1600"
"1430","1518533982","Maharashtra","Sholapur","Pandharpur","Bitter gourd","Other","13/02/2018","2000","2000","2000"
"1431","1518533982","Maharashtra","Sholapur","Pandharpur","Bottle gourd","Other","13/02/2018","6","6","6"
"1432","1518533982","Maharashtra","Sholapur","Pandharpur","Brinjal","Other","13/02/2018","500","1100","750"
"1433","1518533982","Maharashtra","Sholapur","Pandharpur","Cabbage","Other","13/02/2018","300","300","300"
"1434","1518533982","Maharashtra","Sholapur","Pandharpur","Carrot","Other","13/02/2018","700","700","700"
"1435","1518533982","Maharashtra","Sholapur","Pandharpur","Cauliflower","Other","13/02/2018","400","400","400"
"1436","1518533982","Maharashtra","Sholapur","Pandharpur","Coriander(Leaves)","Other","13/02/2018","2","4","3"
"1437","1518533982","Maharashtra","Sholapur","Pandharpur","Cucumbar(Kheera)","Other","13/02/2018","500","2000","1000"
"1438","1518533982","Maharashtra","Sholapur","Pandharpur","Drumstick","Other","13/02/2018","1","1","1"
"1439","1518533982","Maharashtra","Sholapur","Pandharpur","Green Chilli","Other","13/02/2018","1800","5000","3000"
"1440","1518533982","Maharashtra","Sholapur","Pandharpur","Onion","Red","13/02/2018","400","2200","1750"
"1441","1518533982","Maharashtra","Sholapur","Pandharpur","Peas Wet","Other","13/02/2018","2000","3000","2700"
"1442","1518533982","Maharashtra","Sholapur","Pandharpur","Spinach","Other","13/02/2018","3","3","3"
"1443","1518533982","Maharashtra","Sholapur","Pandharpur","Sweet Potato","Other","13/02/2018","500","1200","700"
"1444","1518533982","Maharashtra","Sholapur","Pandharpur","Tomato","Other","13/02/2018","200","550","300"
"1445","1518533982","Maharashtra","Sholapur","Sangola","Pomegranate","Other","13/02/2018","1200","6600","3700"
"1446","1518533982","Meghalaya","East Khasi Hills","Shillong","Arecanut(Betelnut/Supari)","New Variety","13/02/2018","8000","18000","14000"
"1447","1518533982","Meghalaya","East Khasi Hills","Shillong","Banana","Champa","13/02/2018","2500","3500","3000"
"1448","1518533982","Meghalaya","East Khasi Hills","Shillong","Betal Leaves","Local","13/02/2018","12000","18000","15000"
"1449","1518533982","Meghalaya","East Khasi Hills","Shillong","Ginger(Dry)","Dry","13/02/2018","1200","1600","1400"
"1450","1518533982","Meghalaya","East Khasi Hills","Shillong","Orange","Orange","13/02/2018","3500","4500","4000"
"1451","1518533982","Meghalaya","East Khasi Hills","Shillong","Pumpkin","Pumpkin","13/02/2018","1800","2000","1900"
"1452","1518533982","Meghalaya","East Khasi Hills","Shillong","Raddish","Raddish","13/02/2018","1500","1700","1600"
"1453","1518533982","NCT of Delhi","Delhi","Azadpur","Bhindi(Ladies Finger)","Bhindi","13/02/2018","2333","4333","3389"
"1454","1518533982","NCT of Delhi","Delhi","Azadpur","Bitter gourd","Bitter Gourd","13/02/2018","3500","5250","4417"
"1455","1518533982","NCT of Delhi","Delhi","Azadpur","Bottle gourd","Bottle Gourd","13/02/2018","400","1333","842"
"1456","1518533982","NCT of Delhi","Delhi","Azadpur","Brinjal","Brinjal","13/02/2018","360","1375","792"
"1457","1518533982","NCT of Delhi","Delhi","Azadpur","Capsicum","Capsicum","13/02/2018","1000","2750","1750"
"1458","1518533982","NCT of Delhi","Delhi","Azadpur","Carrot","Carrot","13/02/2018","333","1083","667"
"1459","1518533982","NCT of Delhi","Delhi","Azadpur","Cauliflower","Cauliflower","13/02/2018","175","600","333"
"1460","1518533982","NCT of Delhi","Delhi","Azadpur","Coriander(Leaves)","Coriander","13/02/2018","350","700","500"
"1461","1518533982","NCT of Delhi","Delhi","Azadpur","Cucumbar(Kheera)","Cucumbar","13/02/2018","500","2000","1067"
"1462","1518533982","NCT of Delhi","Delhi","Azadpur","Green Chilli","Green Chilly","13/02/2018","2667","5600","4029"
"1463","1518533982","NCT of Delhi","Delhi","Azadpur","Lemon","Other","13/02/2018","857","1571","1219"
"1464","1518533982","NCT of Delhi","Delhi","Azadpur","Methi(Leaves)","Methi","13/02/2018","800","1200","1000"
"1465","1518533982","NCT of Delhi","Delhi","Azadpur","Onion","Onion","13/02/2018","1250","2250","1814"
"1466","1518533982","NCT of Delhi","Delhi","Azadpur","Peas Wet","Peas Wet","13/02/2018","1000","2500","1800"
"1467","1518533982","NCT of Delhi","Delhi","Azadpur","Potato","Potato","13/02/2018","240","780","400"
"1468","1518533982","NCT of Delhi","Delhi","Azadpur","Pumpkin","Pumpkin","13/02/2018","750","1500","1092"
"1469","1518533982","NCT of Delhi","Delhi","Azadpur","Raddish","Raddish","13/02/2018","175","300","238"
"1470","1518533982","NCT of Delhi","Delhi","Azadpur","Spinach","Spinach","13/02/2018","250","600","400"
"1471","1518533982","NCT of Delhi","Delhi","Azadpur","Tomato","Tomato","13/02/2018","160","800","409"
"1472","1518533982","NCT of Delhi","Delhi","Keshopur","Bottle gourd","Bottle Gourd","13/02/2018","300","1400","900"
"1473","1518533982","NCT of Delhi","Delhi","Keshopur","Brinjal","Brinjal","13/02/2018","800","1800","1350"
"1474","1518533982","NCT of Delhi","Delhi","Keshopur","Cabbage","Cabbage","13/02/2018","300","400","350"
"1475","1518533982","NCT of Delhi","Delhi","Keshopur","Cauliflower","Cauliflower","13/02/2018","300","600","450"
"1476","1518533982","NCT of Delhi","Delhi","Keshopur","Coriander(Leaves)","Coriander","13/02/2018","300","600","450"
"1477","1518533982","NCT of Delhi","Delhi","Keshopur","Cucumbar(Kheera)","Cucumbar","13/02/2018","1700","2900","2400"
"1478","1518533982","NCT of Delhi","Delhi","Keshopur","Onion","Onion","13/02/2018","2000","2375","2250"
"1479","1518533982","NCT of Delhi","Delhi","Keshopur","Peas Wet","Peas Wet","13/02/2018","1600","2200","2000"
"1480","1518533982","NCT of Delhi","Delhi","Keshopur","Potato","Potato","13/02/2018","300","600","460"
"1481","1518533982","NCT of Delhi","Delhi","Keshopur","Pumpkin","Pumpkin","13/02/2018","800","1400","1200"
"1482","1518533982","NCT of Delhi","Delhi","Keshopur","Raddish","Raddish","13/02/2018","400","800","600"
"1483","1518533982","NCT of Delhi","Delhi","Keshopur","Tomato","Tomato","13/02/2018","300","600","460"
"1484","1518533982","Orissa","Balasore","Bampada","Potato","Other","13/02/2018","700","800","750"
"1485","1518533982","Orissa","Balasore","Bampada","Rice","Sona Boiled","13/02/2018","2800","3000","2900"
"1486","1518533982","Orissa","Balasore","Bampada","Tomato","Other","13/02/2018","1500","1600","1550"
"1487","1518533982","Orissa","Balasore","Barikpur","Cabbage","Other","13/02/2018","700","900","800"
"1488","1518533982","Orissa","Balasore","Barikpur","Cauliflower","Other","13/02/2018","1300","1800","1500"
"1489","1518533982","Orissa","Balasore","Barikpur","Potato","Other","13/02/2018","700","800","750"
"1490","1518533982","Orissa","Balasore","Jaleswar","Brinjal","Other","13/02/2018","1300","1500","1400"
"1491","1518533982","Orissa","Balasore","Jaleswar","Cabbage","Other","13/02/2018","1100","1300","1200"
"1492","1518533982","Orissa","Balasore","Jaleswar","Cauliflower","Cauliflower","13/02/2018","140","160","150"
"1493","1518533982","Orissa","Balasore","Jaleswar","Fish","Katla(Big)","13/02/2018","15900","16000","15950"
"1494","1518533982","Orissa","Balasore","Jaleswar","Garlic","Other","13/02/2018","3100","3250","3200"
"1495","1518533982","Orissa","Balasore","Jaleswar","Ginger(Dry)","Other","13/02/2018","2900","3050","3000"
"1496","1518533982","Orissa","Balasore","Jaleswar","Onion","Other","13/02/2018","3000","3200","3100"
"1497","1518533982","Orissa","Balasore","Jaleswar","Paddy(Dhan)","Other","13/02/2018","1550","1570","1560"
"1498","1518533982","Orissa","Balasore","Jaleswar","Potato","Other","13/02/2018","390","420","400"
"1499","1518533982","Orissa","Balasore","Jaleswar","Pumpkin","Other","13/02/2018","900","1100","1000"
"1500","1518533982","Orissa","Balasore","Jaleswar","Tomato","Other","13/02/2018","1200","1400","1300"
"1501","1518533982","Orissa","Bargarh","Bargarh(Barapalli)","Brinjal","Other","13/02/2018","900","1200","1000"
"1502","1518533982","Orissa","Bargarh","Bargarh(Barapalli)","Cauliflower","Other","13/02/2018","1100","1400","1200"
"1503","1518533982","Orissa","Bargarh","Bargarh(Barapalli)","Onion","Other","13/02/2018","2500","2800","2600"
"1504","1518533982","Orissa","Bargarh","Bargarh(Barapalli)","Potato","Other","13/02/2018","700","1000","800"
"1505","1518533982","Orissa","Bargarh","Bargarh(Barapalli)","Tomato","Other","13/02/2018","700","800","800"
"1506","1518533982","Orissa","Bolangir","Bolangir","Brinjal","Other","13/02/2018","800","1000","800"
"1507","1518533982","Orissa","Bolangir","Bolangir","Cabbage","Other","13/02/2018","1400","1500","1400"
"1508","1518533982","Orissa","Bolangir","Bolangir","Capsicum","Other","13/02/2018","2800","3000","2800"
"1509","1518533982","Orissa","Bolangir","Bolangir","Carrot","Other","13/02/2018","1800","2000","1800"
"1510","1518533982","Orissa","Bolangir","Bolangir","Cauliflower","Other","13/02/2018","800","1000","800"
"1511","1518533982","Orissa","Bolangir","Bolangir","Cucumbar(Kheera)","Other","13/02/2018","1800","2000","1800"
"1512","1518533982","Orissa","Bolangir","Bolangir","Garlic","Other","13/02/2018","2800","3000","2800"
"1513","1518533982","Orissa","Bolangir","Bolangir","Ginger(Dry)","Other","13/02/2018","2800","3000","2800"
"1514","1518533982","Orissa","Bolangir","Bolangir","Green Chilli","Other","13/02/2018","5800","6000","5800"
"1515","1518533982","Orissa","Bolangir","Bolangir","Onion","Other","13/02/2018","2800","3000","2800"
"1516","1518533982","Orissa","Bolangir","Bolangir","Potato","Other","13/02/2018","800","1000","800"
"1517","1518533982","Orissa","Bolangir","Bolangir","Pumpkin","Other","13/02/2018","1400","1500","1400"
"1518","1518533982","Orissa","Bolangir","Bolangir","Rice","Other","13/02/2018","2700","2800","2700"
"1519","1518533982","Orissa","Bolangir","Kantabaji","Bhindi(Ladies Finger)","Other","13/02/2018","3000","4000","4000"
"1520","1518533982","Orissa","Bolangir","Kantabaji","Brinjal","Other","13/02/2018","2000","3000","3000"
"1521","1518533982","Orissa","Bolangir","Kantabaji","Cauliflower","Other","13/02/2018","1000","1500","1500"
"1522","1518533982","Orissa","Bolangir","Kantabaji","Little gourd (Kundru)","Other","13/02/2018","3000","3000","3000"
"1523","1518533982","Orissa","Bolangir","Kantabaji","Tomato","Other","13/02/2018","1000","1500","1500"
"1524","1518533982","Orissa","Bolangir","Tusura","Brinjal","Other","13/02/2018","800","1000","800"
"1525","1518533982","Orissa","Bolangir","Tusura","Cabbage","Other","13/02/2018","1400","1500","1400"
"1526","1518533982","Orissa","Bolangir","Tusura","Cauliflower","Other","13/02/2018","800","1000","800"
"1527","1518533982","Orissa","Bolangir","Tusura","Garlic","Other","13/02/2018","2800","3000","2800"
"1528","1518533982","Orissa","Bolangir","Tusura","Onion","Other","13/02/2018","2800","3000","2800"
"1529","1518533982","Orissa","Bolangir","Tusura","Potato","Other","13/02/2018","800","1000","800"
"1530","1518533982","Orissa","Bolangir","Tusura","Tomato","Other","13/02/2018","800","1000","800"
"1531","1518533982","Orissa","Boudh","Boudh","Bitter gourd","Other","13/02/2018","3500","4000","4000"
"1532","1518533982","Orissa","Boudh","Boudh","Brinjal","Other","13/02/2018","1600","2000","2000"
"1533","1518533982","Orissa","Boudh","Boudh","Cabbage","Other","13/02/2018","1600","2000","2000"
"1534","1518533982","Orissa","Boudh","Boudh","Cauliflower","Other","13/02/2018","2000","2500","2000"
"1535","1518533982","Orissa","Boudh","Boudh","Potato","Other","13/02/2018","800","1000","1000"
"1536","1518533982","Orissa","Boudh","Boudh","Tomato","Other","13/02/2018","1400","1600","1400"
"1537","1518533982","Orissa","Boudh","Khunthabandha","Brinjal","Other","13/02/2018","1400","1600","1400"
"1538","1518533982","Orissa","Boudh","Khunthabandha","Cabbage","Other","13/02/2018","1400","1600","1400"
"1539","1518533982","Orissa","Boudh","Khunthabandha","Cauliflower","Other","13/02/2018","1600","2000","2000"
"1540","1518533982","Orissa","Boudh","Khunthabandha","Potato","Other","13/02/2018","1000","1200","1000"
"1541","1518533982","Orissa","Boudh","Khunthabandha","Tomato","Other","13/02/2018","1000","1400","1000"
"1542","1518533982","Orissa","Cuttack","Banki","Bitter gourd","Other","13/02/2018","2800","3000","2900"
"1543","1518533982","Orissa","Cuttack","Banki","Brinjal","Other","13/02/2018","2000","2400","2200"
"1544","1518533982","Orissa","Cuttack","Banki","Cabbage","Other","13/02/2018","1600","1800","1700"
"1545","1518533982","Orissa","Cuttack","Banki","Cauliflower","Cauliflower","13/02/2018","1800","2000","1900"
"1546","1518533982","Orissa","Cuttack","Banki","Tomato","Other","13/02/2018","1400","1600","1500"
"1547","1518533982","Orissa","Deogarh","Deogarh","Bhindi(Ladies Finger)","Other","13/02/2018","3500","4000","4000"
"1548","1518533982","Orissa","Deogarh","Deogarh","Brinjal","Other","13/02/2018","1000","1500","1200"
"1549","1518533982","Orissa","Deogarh","Deogarh","Cabbage","Other","13/02/2018","2000","3000","2500"
"1550","1518533982","Orissa","Deogarh","Deogarh","Fish","Other","13/02/2018","14000","16000","15000"
"1551","1518533982","Orissa","Deogarh","Deogarh","Onion","Other","13/02/2018","3500","4000","4000"
"1552","1518533982","Orissa","Deogarh","Deogarh","Paddy(Dhan)","Other","13/02/2018","1550","1550","1550"
"1553","1518533982","Orissa","Deogarh","Deogarh","Potato","Other","13/02/2018","800","1200","1000"
"1554","1518533982","Orissa","Deogarh","Deogarh","Pumpkin","Other","13/02/2018","1500","2500","2000"
"1555","1518533982","Orissa","Deogarh","Deogarh","Rice","Other","13/02/2018","2000","3000","2500"
"1556","1518533982","Orissa","Deogarh","Deogarh","Tomato","Other","13/02/2018","1000","2000","1500"
"1557","1518533982","Orissa","Deogarh","Tileibani","Bhindi(Ladies Finger)","Other","13/02/2018","3500","4000","4000"
"1558","1518533982","Orissa","Deogarh","Tileibani","Brinjal","Other","13/02/2018","1000","2000","1500"
"1559","1518533982","Orissa","Deogarh","Tileibani","Cabbage","Other","13/02/2018","1500","2500","2000"
"1560","1518533982","Orissa","Deogarh","Tileibani","Cauliflower","Other","13/02/2018","2000","3000","2500"
"1561","1518533982","Orissa","Deogarh","Tileibani","Fish","Other","13/02/2018","14000","16000","15000"
"1562","1518533982","Orissa","Deogarh","Tileibani","Onion","Other","13/02/2018","3500","4000","4000"
"1563","1518533982","Orissa","Deogarh","Tileibani","Paddy(Dhan)","Paddy","13/02/2018","1550","1550","1550"
"1564","1518533982","Orissa","Deogarh","Tileibani","Potato","Other","13/02/2018","800","1200","1000"
"1565","1518533982","Orissa","Deogarh","Tileibani","Pumpkin","Other","13/02/2018","1500","2500","2000"
"1566","1518533982","Orissa","Deogarh","Tileibani","Rice","Other","13/02/2018","2000","3000","2500"
"1567","1518533982","Orissa","Deogarh","Tileibani","Tomato","Other","13/02/2018","800","1200","1000"
"1568","1518533982","Orissa","Dhenkanal","Dhenkanal","Bhindi(Ladies Finger)","Other","13/02/2018","3000","3500","3000"
"1569","1518533982","Orissa","Dhenkanal","Dhenkanal","Bitter gourd","Other","13/02/2018","3000","3500","3000"
"1570","1518533982","Orissa","Dhenkanal","Dhenkanal","Black Gram (Urd Beans)","Other","13/02/2018","5400","5500","5400"
"1571","1518533982","Orissa","Dhenkanal","Dhenkanal","Brinjal","Other","13/02/2018","2000","2500","2000"
"1572","1518533982","Orissa","Dhenkanal","Dhenkanal","Cabbage","Cabbage","13/02/2018","2000","2500","2000"
"1573","1518533982","Orissa","Dhenkanal","Dhenkanal","Cauliflower","Cauliflower","13/02/2018","1500","1600","1500"
"1574","1518533982","Orissa","Dhenkanal","Dhenkanal","Cucumbar(Kheera)","Other","13/02/2018","2000","2500","2000"
"1575","1518533982","Orissa","Dhenkanal","Dhenkanal","French Beans (Frasbean)","French Beans (Frasbean)","13/02/2018","2500","3000","3000"
"1576","1518533982","Orissa","Dhenkanal","Dhenkanal","Garlic","Other","13/02/2018","3000","4000","3500"
"1577","1518533982","Orissa","Dhenkanal","Dhenkanal","Ginger(Dry)","Other","13/02/2018","4000","4500","4000"
"1578","1518533982","Orissa","Dhenkanal","Dhenkanal","Green Chilli","Other","13/02/2018","1000","1200","1000"
"1579","1518533982","Orissa","Dhenkanal","Dhenkanal","Green Gram (Moong)","Other","13/02/2018","5575","5600","5575"
"1580","1518533982","Orissa","Dhenkanal","Dhenkanal","Hen","Boiler/Firm(White)","13/02/2018","12000","13500","13000"
"1581","1518533982","Orissa","Dhenkanal","Dhenkanal","Leafy Vegetable","Other","13/02/2018","1000","1200","1000"
"1582","1518533982","Orissa","Dhenkanal","Dhenkanal","Onion","Other","13/02/2018","3000","3500","3000"
"1583","1518533982","Orissa","Dhenkanal","Dhenkanal","Potato","Other","13/02/2018","700","800","700"
"1584","1518533982","Orissa","Dhenkanal","Dhenkanal","Pumpkin","Other","13/02/2018","1500","1600","1500"
"1585","1518533982","Orissa","Dhenkanal","Dhenkanal","Raddish","Other","13/02/2018","500","600","500"
"1586","1518533982","Orissa","Dhenkanal","Dhenkanal","Ridgeguard(Tori)","Other","13/02/2018","2500","3500","3000"
"1587","1518533982","Orissa","Dhenkanal","Dhenkanal","Tomato","Other","13/02/2018","1500","1600","1500"
"1588","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Bitter gourd","Bitter Gourd","13/02/2018","5000","5200","5000"
"1589","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Brinjal","Brinjal","13/02/2018","1500","2000","1800"
"1590","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Cabbage","Cabbage","13/02/2018","1500","2200","2000"
"1591","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Cauliflower","Cauliflower","13/02/2018","1500","2000","1800"
"1592","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Cucumbar(Kheera)","Cucumbar","13/02/2018","3000","3200","3100"
"1593","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Green Chilli","Green Chilly","13/02/2018","5000","6000","5000"
"1594","1518533982","Orissa","Dhenkanal","Kamakhyanagar","Onion","Onion","13/02/2018","3000","3800","3500"
