"document_id","timestamp","state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"1","1518533982","Andhra Pradesh","Anantapur","Anantapur","Mousambi(Sweet Lime)","Mousambi","13/02/2018","1500","3100","1800"
"2","1518533982","Andhra Pradesh","Anantapur","Hindupur","Dry Chillies","1st Sort","13/02/2018","6000","12500","9250"
"3","1518533982","Andhra Pradesh","Anantapur","Hindupur","Dry Chillies","2nd Sort","13/02/2018","3000","5200","4100"
"4","1518533982","Andhra Pradesh","Anantapur","Hindupur","Tamarind Fruit","Non A/c Fine","13/02/2018","5500","23000","14250"
"5","1518533982","Andhra Pradesh","Anantapur","Hindupur","Tamarind Fruit","Non A/c Flower","13/02/2018","4900","21000","12950"
"6","1518533982","Andhra Pradesh","Anantapur","Hindupur","Tamarind Fruit","With Seed 1Variety","13/02/2018","4000","5000","4500"
"7","1518533982","Andhra Pradesh","Chittor","Mulakalacheruvu","Tomato","Local","13/02/2018","50","200","150"
"8","1518533982","Andhra Pradesh","Chittor","Palamaner","Beetroot","Beetroot","13/02/2018","250","500","350"
"9","1518533982","Andhra Pradesh","Chittor","Palamaner","Bhindi(Ladies Finger)","Bhindi","13/02/2018","600","1000","800"
"10","1518533982","Andhra Pradesh","Chittor","Palamaner","Bitter gourd","Bitter Gourd","13/02/2018","200","600","400"
"11","1518533982","Andhra Pradesh","Chittor","Palamaner","Bottle gourd","Bottle Gourd","13/02/2018","150","250","200"
"12","1518533982","Andhra Pradesh","Chittor","Palamaner","Brinjal","Brinjal","13/02/2018","150","250","200"
"13","1518533982","Andhra Pradesh","Chittor","Palamaner","Carrot","Carrot","13/02/2018","100","400","250"
"14","1518533982","Andhra Pradesh","Chittor","Palamaner","Cauliflower","Cauliflower","13/02/2018","300","500","400"
"15","1518533982","Andhra Pradesh","Chittor","Palamaner","Cluster beans","Cluster Beans","13/02/2018","400","800","600"
"16","1518533982","Andhra Pradesh","Chittor","Palamaner","Cucumbar(Kheera)","Cucumbar","13/02/2018","600","1000","800"
"17","1518533982","Andhra Pradesh","Chittor","Palamaner","Green Chilli","Green Chilly","13/02/2018","1000","2000","1500"
"18","1518533982","Andhra Pradesh","Chittor","Palamaner","Potato","Potato","13/02/2018","800","1200","1000"
"19","1518533982","Andhra Pradesh","Chittor","Palamaner","Raddish","Raddish","13/02/2018","300","500","400"
"20","1518533982","Andhra Pradesh","Chittor","Palamaner","Ridgeguard(Tori)","Ridgeguard(Tori)","13/02/2018","750","1250","1050"
"21","1518533982","Andhra Pradesh","Chittor","Palamaner","Sweet Potato","Sweet Potato","13/02/2018","400","800","600"
"22","1518533982","Andhra Pradesh","Chittor","Palamaner","Tomato","Hybrid","13/02/2018","130","430","330"
"23","1518533982","Andhra Pradesh","Chittor","Punganur","Tomato","Hybrid","13/02/2018","150","400","300"
"24","1518533982","Andhra Pradesh","Chittor","Srikalahasti","Ground Nut Seed","Ground Nut Seed","13/02/2018","6200","6400","6300"
"25","1518533982","Andhra Pradesh","Chittor","Srikalahasti","Groundnut","Other","13/02/2018","3875","4125","4000"
"26","1518533982","Andhra Pradesh","Chittor","Srikalahasti","Groundnut (Split)","Groundnut(Split)","13/02/2018","4375","4791","4583"
"27","1518533982","Andhra Pradesh","Chittor","Srikalahasti","Paddy(Dhan)","ADT 37","13/02/2018","1333","1533","1466"
"28","1518533982","Andhra Pradesh","Chittor","Srikalahasti","Paddy(Dhan)","B P T","13/02/2018","1600","1800","1700"
"29","1518533982","Andhra Pradesh","Kurnool","Banaganapalli","Bengal Gram(Gram)","Desi (Whole)","13/02/2018","3800","3900","3850"
"30","1518533982","Andhra Pradesh","Kurnool","Banaganapalli","Jowar(Sorghum)","Jowar ( White)","13/02/2018","1600","1800","1700"
"31","1518533982","Andhra Pradesh","Kurnool","Banaganapalli","Paddy(Dhan)","Sona Mahsuri","13/02/2018","1700","1850","1800"
"32","1518533982","Andhra Pradesh","Nellore","Rapur","Lemon","Other","13/02/2018","1000","2000","1700"
"33","1518533982","Andhra Pradesh","West Godavari","Attili","Paddy(Dhan)","Other","13/02/2018","1580","1600","1590"
"34","1518533982","Assam","Barpeta","Bohorihat","Black Gram (Urd Beans)","Black Gram (Whole)","13/02/2018","2700","2900","2800"
"35","1518533982","Assam","Barpeta","Bohorihat","Corriander seed","Coriander Seed","13/02/2018","3000","3500","3250"
"36","1518533982","Assam","Barpeta","Bohorihat","Jute","TD-5","13/02/2018","3000","3900","3750"
"37","1518533982","Assam","Barpeta","Bohorihat","Maida Atta","Maida Atta","13/02/2018","2400","2500","2450"
"38","1518533982","Assam","Barpeta","Bohorihat","Mustard","Mustard","13/02/2018","3250","3400","3325"
"39","1518533982","Assam","Barpeta","Bohorihat","Potato","Potato","13/02/2018","800","850","825"
"40","1518533982","Assam","Barpeta","Howly","Brinjal","Brinjal","13/02/2018","1000","1400","1200"
"41","1518533982","Assam","Barpeta","Howly","Cabbage","Cabbage","13/02/2018","400","500","450"
"42","1518533982","Assam","Barpeta","Howly","Cauliflower","Cauliflower","13/02/2018","1000","1200","1100"
"43","1518533982","Assam","Barpeta","Howly","Cucumbar(Kheera)","Cucumbar","13/02/2018","1400","1600","1500"
"44","1518533982","Assam","Barpeta","Howly","Fish","Fish","13/02/2018","27000","37000","30000"
"45","1518533982","Assam","Barpeta","Howly","Fish","Rahu(Local)","13/02/2018","42000","52000","47000"
"46","1518533982","Assam","Barpeta","Howly","Green Chilli","Green Chilly","13/02/2018","2500","3000","2700"
"47","1518533982","Assam","Barpeta","Howly","Maida Atta","Maida Atta","13/02/2018","2100","2300","2200"
"48","1518533982","Assam","Barpeta","Howly","Mustard Oil","Mustard Oil","13/02/2018","7000","10000","9000"
"49","1518533982","Assam","Barpeta","Howly","Onion","Onion","13/02/2018","3100","3300","3200"
"50","1518533982","Assam","Barpeta","Howly","Paddy(Dhan)","Common","13/02/2018","1600","1650","1620"
"51","1518533982","Assam","Barpeta","Howly","Paddy(Dhan)","Paddy fine","13/02/2018","1750","1790","1770"
"52","1518533982","Assam","Barpeta","Howly","Potato","Local","13/02/2018","600","650","620"
"53","1518533982","Assam","Barpeta","Howly","Pumpkin","Pumpkin","13/02/2018","900","1000","950"
"54","1518533982","Assam","Barpeta","Howly","Rice","Broken Rice","13/02/2018","1250","1400","1350"
"55","1518533982","Assam","Barpeta","Howly","Rice","Common","13/02/2018","2300","2500","2400"
"56","1518533982","Assam","Barpeta","Howly","Rice","Fine","13/02/2018","2400","2800","2600"
"57","1518533982","Assam","Barpeta","Howly","Tomato","Tomato","13/02/2018","400","600","500"
"58","1518533982","Assam","Cachar","Cachar","Green Gram (Moong)","Green Gram Dhall-I","13/02/2018","7000","7400","7200"
"59","1518533982","Assam","Darrang","Kharupetia","Bottle gourd","Bottle Gourd","13/02/2018","600","700","650"
"60","1518533982","Assam","Darrang","Kharupetia","Brinjal","Round","13/02/2018","1000","1200","1100"
"61","1518533982","Assam","Darrang","Kharupetia","Cabbage","Cabbage","13/02/2018","500","600","550"
"62","1518533982","Assam","Darrang","Kharupetia","Carrot","Carrot","13/02/2018","800","1000","900"
"63","1518533982","Assam","Darrang","Kharupetia","Cauliflower","Local","13/02/2018","500","600","550"
"64","1518533982","Assam","Darrang","Kharupetia","Field Pea","Field Pea","13/02/2018","1600","1700","1650"
"65","1518533982","Assam","Darrang","Kharupetia","French Beans (Frasbean)","French Beans (Frasbean)","13/02/2018","2400","2500","2450"
"66","1518533982","Assam","Darrang","Kharupetia","Green Chilli","Green Chilly","13/02/2018","3500","4000","3800"
"67","1518533982","Assam","Darrang","Kharupetia","Indian Beans (Seam)","Indian Beans (Seam)","13/02/2018","1700","1800","1750"
"68","1518533982","Assam","Darrang","Kharupetia","Knool Khol","Knool Khol","13/02/2018","500","600","550"
"69","1518533982","Assam","Darrang","Kharupetia","Potato","Badshah","13/02/2018","800","900","850"
"70","1518533982","Assam","Darrang","Kharupetia","Pumpkin","Pumpkin","13/02/2018","800","900","850"
"71","1518533982","Assam","Darrang","Kharupetia","Raddish","Raddish","13/02/2018","400","500","450"
"72","1518533982","Assam","Darrang","Kharupetia","Tomato","Hybrid","13/02/2018","700","800","750"
"73","1518533982","Assam","Dhubri","Gauripur","Black Gram (Urd Beans)","Black Gram (Whole)","13/02/2018","2500","3000","2700"
"74","1518533982","Assam","Dhubri","Gauripur","Jute","TD-5","13/02/2018","2550","3400","2700"
"75","1518533982","Assam","Dhubri","Gauripur","Maida Atta","Maida Atta","13/02/2018","2250","2500","2370"
"76","1518533982","Assam","Dhubri","Gauripur","Potato","Potato","13/02/2018","700","1000","800"
"77","1518533982","Assam","Dhubri","Gauripur","Rice","Fine","13/02/2018","3500","5000","4500"
"78","1518533982","Assam","Dhubri","Gauripur","Wheat Atta","Wheat Atta","13/02/2018","2000","2200","2100"
"79","1518533982","Assam","Dibrugarh","Dibrugarh","Green Gram (Moong)","Green Gram Dhall-I","13/02/2018","7200","7800","7500"
"80","1518533982","Assam","Dibrugarh","Dibrugarh","Potato","Local","13/02/2018","1000","1200","1100"
"81","1518533982","Assam","Dibrugarh","Dibrugarh","Rice","Common","13/02/2018","2100","3200","2400"
"82","1518533982","Assam","Hailakandi","Hailakandi","Rice","Common","13/02/2018","2100","2300","2200"
"83","1518533982","Assam","Hailakandi","Hailakandi","Rice","Fine","13/02/2018","2300","2900","2700"
"84","1518533982","Assam","Jorhat","Jorhat","Field Pea","Field Pea","13/02/2018","3100","3300","3250"
"85","1518533982","Assam","Jorhat","Jorhat","Green Gram (Moong)","Green Gram Dhall-I","13/02/2018","5000","6600","6200"
"86","1518533982","Assam","Jorhat","Jorhat","Onion","Onion","13/02/2018","2900","3000","2950"
"87","1518533982","Assam","Jorhat","Jorhat","Potato","Potato","13/02/2018","650","725","680"
"88","1518533982","Assam","Jorhat","Jorhat","Rice","Common","13/02/2018","2500","7000","3200"
"89","1518533982","Assam","Jorhat","Jorhat","Wheat Atta","Wheat Atta","13/02/2018","2200","2600","2400"
"90","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Arecanut(Betelnut/Supari)","Raw","13/02/2018","1300","1550","1425"
"91","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Green Gram Dal (Moong Dal)","Green Gram Dal","13/02/2018","6500","6700","6600"
"92","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Lentil(Masur)","Masur Dal","13/02/2018","5600","6500","6050"
"93","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Maida Atta","Maida Atta","13/02/2018","1180","1190","1185"
"94","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Mustard Oil","Mustard Oil","13/02/2018","9045","11256","10150.5"
"95","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Onion","Onion","13/02/2018","3100","3400","3250"
"96","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Potato","Potato","13/02/2018","600","800","700"
"97","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Rice","Common","13/02/2018","2200","2600","2400"
"98","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Rice","Fine","13/02/2018","2600","3200","2900"
"99","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Rice","Super Fine","13/02/2018","3600","6000","4800"
"100","1518533982","Assam","Kamrup","P.O. Uparhali Guwahati","Wheat Atta","Wheat Atta","13/02/2018","1170","1180","1175"
"101","1518533982","Assam","Lakhimpur","North Lakhimpur","Lentil(Masur)","Masur Dal","13/02/2018","5300","6600","6000"
"102","1518533982","Assam","Lakhimpur","North Lakhimpur","Rice","Common","13/02/2018","2500","2700","2600"
"103","1518533982","Assam","Lakhimpur","North Lakhimpur","Rice","Fine","13/02/2018","3000","3700","3400"
"104","1518533982","Assam","Lakhimpur","North Lakhimpur","Rice","Super Fine","13/02/2018","6000","7000","6500"
"105","1518533982","Assam","Nagaon","Dhing","Arecanut(Betelnut/Supari)","Raw","13/02/2018","2300","2600","2450"
"106","1518533982","Assam","Nagaon","Dhing","Green Chilli","Green Chilly","13/02/2018","3000","4000","3500"
"107","1518533982","Assam","Nagaon","Dhing","Green Gram (Moong)","Green Gram Dhall-I","13/02/2018","6400","7000","6700"
"108","1518533982","Assam","Nagaon","Dhing","Jute","TD-5","13/02/2018","2700","3200","3000"
"109","1518533982","Assam","Nagaon","Dhing","Maida Atta","Maida Atta","13/02/2018","2200","2350","2250"
"110","1518533982","Assam","Nagaon","Dhing","Mustard","Mustard","13/02/2018","3000","3500","3200"
"111","1518533982","Assam","Nagaon","Dhing","Mustard Oil","Mustard Oil","13/02/2018","7000","10500","7400"
"112","1518533982","Assam","Nagaon","Dhing","Potato","Local","13/02/2018","950","1000","950"
"113","1518533982","Assam","Nagaon","Dhing","Rice","Common","13/02/2018","2000","2670","2550"
"114","1518533982","Assam","Nagaon","Dhing","Rice","Fine","13/02/2018","2700","4000","3500"
"115","1518533982","Assam","Sibsagar","Sivasagar","Green Gram Dal (Moong Dal)","Green Gram Dal","13/02/2018","6800","7000","6900"
"116","1518533982","Assam","Sibsagar","Sivasagar","Maida Atta","Maida Atta","13/02/2018","2289","2333","2311"
"117","1518533982","Assam","Sibsagar","Sivasagar","Onion","Onion","13/02/2018","2900","3100","3000"
"118","1518533982","Assam","Sibsagar","Sivasagar","Potato","Potato","13/02/2018","750","800","775"
"119","1518533982","Assam","Sibsagar","Sivasagar","Wheat Atta","Wheat Atta","13/02/2018","2222","2278","2250"
"120","1518533982","Assam","Sonitpur","Dhekiajuli","Arecanut(Betelnut/Supari)","Raw","13/02/2018","2500","2700","2700"
"121","1518533982","Assam","Sonitpur","Dhekiajuli","Cauliflower","Local","13/02/2018","650","700","700"
"122","1518533982","Assam","Sonitpur","Dhekiajuli","Green Chilli","Green Chilly","13/02/2018","1800","2000","2000"
"123","1518533982","Assam","Sonitpur","Dhekiajuli","Jute","TD-5","13/02/2018","3600","3900","3900"
"124","1518533982","Assam","Sonitpur","Dhekiajuli","Rice","Common","13/02/2018","2100","2300","2200"
"125","1518533982","Assam","Sonitpur","Dhekiajuli","Rice","Fine","13/02/2018","2500","2800","2700"
"126","1518533982","Chattisgarh","Bastar","Sambalpur","Maize","Hybrid/Local","13/02/2018","1100","1100","1100"
"127","1518533982","Chattisgarh","Bastar","Sambalpur","Paddy(Dhan)","I.R. 36","13/02/2018","1575","1575","1575"
"128","1518533982","Chattisgarh","Bilaspur","Sakri","Arhar (Tur/Red Gram)","Arhar (Whole)","13/02/2018","3800","3800","3800"
"129","1518533982","Chattisgarh","Bilaspur","Sakri","Paddy(Dhan)","Paddy","13/02/2018","1550","1550","1550"
"130","1518533982","Chattisgarh","Bilaspur","Tiphra","Onion","Other","13/02/2018","2400","2600","2500"
"131","1518533982","Chattisgarh","Bilaspur","Tiphra","Potato","Other","13/02/2018","700","1200","900"
"132","1518533982","Chattisgarh","Bilaspur","Tiphra","Tomato","Other","13/02/2018","400","440","420"
"133","1518533982","Chattisgarh","Durg","Bemetara","Soyabean","Yellow","13/02/2018","3500","3525","3500"
"134","1518533982","Chattisgarh","Durg","Durg","Apple","Other","13/02/2018","8000","10000","9000"
"135","1518533982","Chattisgarh","Durg","Durg","Banana - Green","Other","13/02/2018","800","1000","900"
"136","1518533982","Chattisgarh","Durg","Durg","Bitter gourd","Bitter Gourd","13/02/2018","3000","4000","3500"
"137","1518533982","Chattisgarh","Janjgir","Bhaisma","Paddy(Dhan)","Paddy","13/02/2018","1415","1415","1415"
"138","1518533982","Chattisgarh","Janjgir","Champa","Paddy(Dhan)","Paddy","13/02/2018","1609","1609","1609"
"139","1518533982","Chattisgarh","Janjgir","Chandrapur","Mahua","Other","13/02/2018","2500","2500","2500"
"140","1518533982","Chattisgarh","Janjgir","Chandrapur","Paddy(Dhan)","Paddy Coarse","13/02/2018","1500","1500","1500"
"141","1518533982","Chattisgarh","Koria","Baikunthpur","Mahua","Other","13/02/2018","1800","1800","1800"
"142","1518533982","Chattisgarh","Koria","Baikunthpur","Maize","Other","13/02/2018","1400","1425","1425"
"143","1518533982","Chattisgarh","Koria","Baikunthpur","Wheat","Other","13/02/2018","1630","1630","1630"
"144","1518533982","Chattisgarh","Mahasamund","Bagbahra","Paddy(Dhan)","Paddy fine","13/02/2018","1535","1535","1535"
"145","1518533982","Chattisgarh","North Bastar","Bhanupratappur","Maize","Hybrid/Local","13/02/2018","1100","1100","1100"
"146","1518533982","Chattisgarh","North Bastar","Bhanupratappur","Paddy(Dhan)","Paddy fine","13/02/2018","1575","1575","1575"
"147","1518533982","Chattisgarh","North Bastar","Korar","Paddy(Dhan)","Paddy fine","13/02/2018","1575","1575","1575"
"148","1518533982","Chattisgarh","Raigarh","Raigarh","Onion","Other","13/02/2018","2000","2200","2000"
"149","1518533982","Chattisgarh","Raigarh","Raigarh","Potato","Other","13/02/2018","400","700","500"
"150","1518533982","Chattisgarh","Raigarh","Raigarh","Tomato","Other","13/02/2018","500","600","500"
"151","1518533982","Chattisgarh","Rajnandgaon","Rajnandgaon","Bhindi(Ladies Finger)","Bhindi","13/02/2018","3500","3500","3500"
"152","1518533982","Chattisgarh","Rajnandgaon","Rajnandgaon","Lemon","Lemon","13/02/2018","4500","4500","4500"
"153","1518533982","Chattisgarh","Rajnandgaon","Rajnandgaon","Tomato","Local","13/02/2018","200","200","200"
"154","1518533982","Chattisgarh","Surguja","Surajpur","Paddy(Dhan)","I.R. 36","13/02/2018","1600","1600","1600"
"155","1518533982","Chattisgarh","Surguja","Surajpur","Wheat","Other","13/02/2018","1600","1600","1600"
"156","1518533982","Goa","North Goa","Ponda","Arecanut(Betelnut/Supari)","Red","13/02/2018","17500","20000","17500"
"157","1518533982","Goa","North Goa","Ponda","Arecanut(Betelnut/Supari)","Supari","13/02/2018","20500","22500","20500"
"158","1518533982","Goa","North Goa","Ponda","Arecanut(Betelnut/Supari)","White","13/02/2018","18500","21000","18500"
"159","1518533982","Goa","North Goa","Ponda","Coconut","Coconut","13/02/2018","1300","2400","1300"
"160","1518533982","Goa","South Goa","Curchorem","Arecanut(Betelnut/Supari)","Red","13/02/2018","17500","20000","18700"
"161","1518533982","Goa","South Goa","Curchorem","Arecanut(Betelnut/Supari)","Supari","13/02/2018","20500","22500","21500"
"162","1518533982","Goa","South Goa","Curchorem","Arecanut(Betelnut/Supari)","White","13/02/2018","18500","21000","19700"
"163","1518533982","Gujarat","Anand","Anand(Veg,Yard,Anand)","Bottle gourd","Other","13/02/2018","400","500","450"
"164","1518533982","Gujarat","Anand","Anand(Veg,Yard,Anand)","Brinjal","Other","13/02/2018","500","600","550"
"165","1518533982","Gujarat","Anand","Anand(Veg,Yard,Anand)","Cauliflower","Other","13/02/2018","500","700","600"
"166","1518533982","Gujarat","Anand","Anand(Veg,Yard,Anand)","Green Chilli","Other","13/02/2018","3000","3500","3250"
"167","1518533982","Gujarat","Anand","Khambhat(Grain Market)","Bajra(Pearl Millet/Cumbu)","Other","13/02/2018","1050","1250","1130"
"168","1518533982","Gujarat","Panchmahals","Gogamba","Arhar (Tur/Red Gram)","Other","13/02/2018","4320","4375","4350"
"169","1518533982","Gujarat","Panchmahals","Gogamba","Maize","Deshi White","13/02/2018","1420","1480","1430"
"170","1518533982","Gujarat","Panchmahals","Gogamba(Similiya)","Bajra(Pearl Millet/Cumbu)","Other","13/02/2018","1200","1250","1225"
"171","1518533982","Gujarat","Panchmahals","Gogamba(Similiya)","Maize","Deshi White","13/02/2018","1400","1450","1425"
"172","1518533982","Gujarat","Surat","Mandvi","Arhar (Tur/Red Gram)","Other","13/02/2018","3600","3600","3600"
"173","1518533982","Gujarat","Surat","Mandvi","Black Gram (Urd Beans)","Other","13/02/2018","3200","3200","3200"
"174","1518533982","Gujarat","Surat","Mandvi","Brinjal","Other","13/02/2018","250","865","557"
"175","1518533982","Gujarat","Surat","Mandvi","Cauliflower","Other","13/02/2018","630","1250","940"
"176","1518533982","Gujarat","Surat","Mandvi","Green Chilli","Other","13/02/2018","3785","4805","4295"
"177","1518533982","Gujarat","Surat","Mandvi","Soyabean","Other","13/02/2018","2750","2750","2750"
"178","1518533982","Gujarat","Surat","Mandvi","Wheat","Other","13/02/2018","1350","1350","1350"
"179","1518533982","Gujarat","Surat","S.Mandvi","Arhar (Tur/Red Gram)","Other","13/02/2018","3600","3600","3600"
"180","1518533982","Gujarat","Surat","S.Mandvi","Black Gram (Urd Beans)","Other","13/02/2018","3200","3200","3200"
"181","1518533982","Gujarat","Surat","S.Mandvi","Brinjal","Other","13/02/2018","250","865","557"
"182","1518533982","Gujarat","Surat","S.Mandvi","Cauliflower","Other","13/02/2018","630","1250","940"
"183","1518533982","Gujarat","Surat","S.Mandvi","Green Chilli","Other","13/02/2018","3785","4805","4295"
"184","1518533982","Gujarat","Surat","S.Mandvi","Soyabean","Other","13/02/2018","2750","2750","2750"
"185","1518533982","Gujarat","Surat","S.Mandvi","Wheat","Other","13/02/2018","1350","1350","1350"
"186","1518533982","Haryana","Ambala","Naraingarh","Apple","Other","13/02/2018","2500","7250","4500"
"187","1518533982","Haryana","Ambala","Naraingarh","Ber(Zizyphus/Borehannu)","Ber(Zizyphus)","13/02/2018","1800","3000","2600"
"188","1518533982","Haryana","Ambala","Naraingarh","Bhindi(Ladies Finger)","Bhindi","13/02/2018","4700","5000","4800"
"189","1518533982","Haryana","Ambala","Naraingarh","Bitter gourd","Bitter Gourd","13/02/2018","5700","5700","5700"
"190","1518533982","Haryana","Ambala","Naraingarh","Brinjal","Brinjal","13/02/2018","2000","2000","2000"
"191","1518533982","Haryana","Ambala","Naraingarh","Cabbage","Other","13/02/2018","700","800","720"
"192","1518533982","Haryana","Ambala","Naraingarh","Capsicum","Capsicum","13/02/2018","3000","3000","3000"
"193","1518533982","Haryana","Ambala","Naraingarh","Carrot","Carrot","13/02/2018","400","600","500"
"194","1518533982","Haryana","Ambala","Naraingarh","Cauliflower","Cauliflower","13/02/2018","600","1200","800"
"195","1518533982","Haryana","Ambala","Naraingarh","Chikoos(Sapota)","Sapota","13/02/2018","2600","2600","2600"
"196","1518533982","Haryana","Ambala","Naraingarh","Coriander(Leaves)","Coriander","13/02/2018","600","1000","700"
"197","1518533982","Haryana","Ambala","Naraingarh","Cucumbar(Kheera)","Cucumbar","13/02/2018","2500","2500","2500"
"198","1518533982","Haryana","Ambala","Naraingarh","Garlic","Garlic","13/02/2018","3000","3000","3000"
"199","1518533982","Haryana","Ambala","Naraingarh","Ginger(Dry)","Other","13/02/2018","2500","3000","2650"
"200","1518533982","Haryana","Ambala","Naraingarh","Grapes","Green","13/02/2018","3500","4000","3600"
"201","1518533982","Haryana","Ambala","Naraingarh","Green Chilli","Green Chilly","13/02/2018","5000","5200","5150"
"202","1518533982","Haryana","Ambala","Naraingarh","Guava","Guava","13/02/2018","6200","6200","6200"
"203","1518533982","Haryana","Ambala","Naraingarh","Jack Fruit","Jack Fruit","13/02/2018","2900","3400","3100"
"204","1518533982","Haryana","Ambala","Naraingarh","Methi(Leaves)","Methi","13/02/2018","600","1000","800"
"205","1518533982","Haryana","Ambala","Naraingarh","Onion","Onion","13/02/2018","2500","2500","2500"
"206","1518533982","Haryana","Ambala","Naraingarh","Orange","Orange","13/02/2018","6000","6000","6000"
"207","1518533982","Haryana","Ambala","Naraingarh","Peas Wet","Peas Wet","13/02/2018","2000","2000","2000"
"208","1518533982","Haryana","Ambala","Naraingarh","Pomegranate","Pomogranate","13/02/2018","7000","7000","7000"
"209","1518533982","Haryana","Ambala","Naraingarh","Pumpkin","Pumpkin","13/02/2018","1500","1500","1500"
"210","1518533982","Haryana","Ambala","Naraingarh","Raddish","Raddish","13/02/2018","100","400","300"
"211","1518533982","Haryana","Ambala","Naraingarh","Spinach","Spinach","13/02/2018","400","600","500"
"212","1518533982","Haryana","Ambala","Naraingarh","Sweet Potato","Sweet Potato","13/02/2018","2000","2000","2000"
"213","1518533982","Haryana","Ambala","Naraingarh","Tomato","Tomato","13/02/2018","400","1200","1000"
"214","1518533982","Haryana","Ambala","Shahzadpur","Apple","Apple","13/02/2018","4000","4000","4000"
"215","1518533982","Haryana","Ambala","Shahzadpur","Carrot","Carrot","13/02/2018","500","700","500"
"216","1518533982","Haryana","Ambala","Shahzadpur","Cauliflower","Cauliflower","13/02/2018","1000","1000","1000"
"217","1518533982","Haryana","Ambala","Shahzadpur","Coriander(Leaves)","Coriander","13/02/2018","704","1000","704"
"218","1518533982","Haryana","Ambala","Shahzadpur","Ginger(Dry)","Other","13/02/2018","3000","3000","3000"
"219","1518533982","Haryana","Ambala","Shahzadpur","Ginger(Green)","Green Ginger","13/02/2018","3500","3500","3500"
"220","1518533982","Haryana","Ambala","Shahzadpur","Grapes","Green","13/02/2018","4000","4000","4000"
"221","1518533982","Haryana","Ambala","Shahzadpur","Green Chilli","Green Chilly","13/02/2018","2800","5000","5000"
"222","1518533982","Haryana","Ambala","Shahzadpur","Kinnow","Other","13/02/2018","2200","2200","2200"
"223","1518533982","Haryana","Ambala","Shahzadpur","Mashrooms","Mashrooms","13/02/2018","2940","2940","2940"
"224","1518533982","Haryana","Ambala","Shahzadpur","Onion","Local","13/02/2018","2500","2500","2500"
"225","1518533982","Haryana","Ambala","Shahzadpur","Peas Wet","Peas Wet","13/02/2018","1500","2484","2000"
"226","1518533982","Haryana","Ambala","Shahzadpur","Potato","Local","13/02/2018","400","400","400"
"227","1518533982","Haryana","Ambala","Shahzadpur","Pumpkin","Pumpkin","13/02/2018","1800","1800","1800"
"228","1518533982","Haryana","Ambala","Shahzadpur","Raddish","Raddish","13/02/2018","400","500","400"
"229","1518533982","Haryana","Ambala","Shahzadpur","Spinach","Spinach","13/02/2018","400","500","400"
"230","1518533982","Haryana","Ambala","Shahzadpur","Sweet Potato","Other","13/02/2018","2500","2500","2500"
"231","1518533982","Haryana","Bhiwani","Ch. Dadri","Apple","Other","13/02/2018","4000","5000","4500"
"232","1518533982","Haryana","Bhiwani","Ch. Dadri","Banana","Other","13/02/2018","1100","1500","1200"
"233","1518533982","Haryana","Bhiwani","Ch. Dadri","Bottle gourd","Other","13/02/2018","1500","1800","1600"
"234","1518533982","Haryana","Bhiwani","Ch. Dadri","Brinjal","Other","13/02/2018","1300","1500","1400"
"235","1518533982","Haryana","Bhiwani","Ch. Dadri","Cabbage","Cabbage","13/02/2018","550","700","600"
"236","1518533982","Haryana","Bhiwani","Ch. Dadri","Carrot","Carrot","13/02/2018","700","800","750"
"237","1518533982","Haryana","Bhiwani","Ch. Dadri","Cucumbar(Kheera)","Cucumbar","13/02/2018","1800","2000","1900"
"238","1518533982","Haryana","Bhiwani","Ch. Dadri","Ginger(Green)","Green Ginger","13/02/2018","2800","3000","2900"
"239","1518533982","Haryana","Bhiwani","Ch. Dadri","Green Chilli","Green Chilly","13/02/2018","2100","2500","2200"
"240","1518533982","Haryana","Bhiwani","Ch. Dadri","Green Peas","Other","13/02/2018","1500","1800","1600"
"241","1518533982","Haryana","Bhiwani","Ch. Dadri","Lemon","Other","13/02/2018","2200","2500","2300"
"242","1518533982","Haryana","Bhiwani","Ch. Dadri","Onion","Other","13/02/2018","2000","2500","2200"
"243","1518533982","Haryana","Bhiwani","Ch. Dadri","Pomegranate","Other","13/02/2018","4000","6000","4500"
"244","1518533982","Haryana","Bhiwani","Ch. Dadri","Potato","Other","13/02/2018","450","500","490"
"245","1518533982","Haryana","Bhiwani","Ch. Dadri","Raddish","Other","13/02/2018","300","500","400"
"246","1518533982","Haryana","Bhiwani","Ch. Dadri","Tomato","Other","13/02/2018","700","1000","800"
"247","1518533982","Haryana","Bhiwani","Loharu","Apple","Other","13/02/2018","5000","5000","5000"
"248","1518533982","Haryana","Faridabad","Faridabad","Apple","Other","13/02/2018","3000","5000","4000"
"249","1518533982","Haryana","Faridabad","Faridabad","Bottle gourd","Other","13/02/2018","800","1000","900"
